InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
552315,22393,PAPERWEIGHT VINTAGE COLLAGE,6,05-08-2023 16:22,2.55,12700,France
552315,22025,RING OF ROSES BIRTHDAY CARD,12,05-08-2023 16:22,0.42,12700,France
552315,22024,RAINY LADIES BIRTHDAY CARD,12,05-08-2023 16:22,0.42,12700,France
552315,22027,TEA PARTY BIRTHDAY CARD,12,05-08-2023 16:22,0.42,12700,France
552315,21508,VINTAGE KID DOLLY CARD ,12,05-08-2023 16:22,0.42,12700,France
552315,22028,PENNY FARTHING BIRTHDAY CARD,12,05-08-2023 16:22,0.42,12700,France
552315,22037,ROBOT BIRTHDAY CARD,12,05-08-2023 16:22,0.42,12700,France
552315,22029,SPACEBOY BIRTHDAY CARD,12,05-08-2023 16:22,0.42,12700,France
552315,22712,CARD DOLLY GIRL ,12,05-08-2023 16:22,0.42,12700,France
552315,22984,CARD GINGHAM ROSE ,12,05-08-2023 16:22,0.42,12700,France
552315,16048,TEATIME ROUND PENCIL SHARPENER ,24,05-08-2023 16:22,0.42,12700,France
552315,22418,22 COLOUR SPACEBOY PEN,24,05-08-2023 16:22,0.85,12700,France
552315,16237,SLEEPING CAT ERASERS,30,05-08-2023 16:22,0.21,12700,France
552315,POST,POSTAGE,6,05-08-2023 16:22,18,12700,France
552315,23199,JUMBO BAG APPLES,22,05-08-2023 16:22,2.08,12700,France
552315,23206,LUNCH BAG APPLE DESIGN,22,05-08-2023 16:22,1.65,12700,France
552315,23065,LARGE DECO JEWELLERY STAND,4,05-08-2023 16:22,12.5,12700,France
552315,23066,SMALL DECO JEWELLERY STAND,4,05-08-2023 16:22,8.25,12700,France
552315,23204,CHARLOTTE BAG APPLES DESIGN,22,05-08-2023 16:22,0.85,12700,France
552315,23208,LUNCH BAG VINTAGE LEAF DESIGN,22,05-08-2023 16:22,1.65,12700,France
552315,85099C,JUMBO  BAG BAROQUE BLACK WHITE,22,05-08-2023 16:22,2.08,12700,France
552315,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,22,05-08-2023 16:22,0.85,12700,France
552315,85169D,PINK LOVE BIRD CANDLE,12,05-08-2023 16:22,1.25,12700,France
552315,22637,PIGGY BANK RETROSPOT ,4,05-08-2023 16:22,2.55,12700,France
552315,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,05-08-2023 16:22,1.45,12700,France
552315,23194,GYMKHANA TREASURE BOOK BOX,8,05-08-2023 16:22,2.25,12700,France
552315,23176,ABC TREASURE BOOK BOX ,8,05-08-2023 16:22,2.25,12700,France
552315,21219,SET/4 BADGES BALLOON GIRL,22,05-08-2023 16:22,1.25,12700,France
552325,23206,LUNCH BAG APPLE DESIGN,22,05-09-2023 09:47,1.65,12490,France
552325,23199,JUMBO BAG APPLES,20,05-09-2023 09:47,2.08,12490,France
552325,21238,RED RETROSPOT CUP,8,05-09-2023 09:47,0.85,12490,France
552325,21239,PINK  POLKADOT CUP,8,05-09-2023 09:47,0.85,12490,France
552325,22090,PAPER BUNTING RETROSPOT,6,05-09-2023 09:47,2.95,12490,France
552325,85099B,JUMBO BAG RED RETROSPOT,22,05-09-2023 09:47,2.08,12490,France
552325,20724,RED RETROSPOT CHARLOTTE BAG,22,05-09-2023 09:47,0.85,12490,France
552325,20725,LUNCH BAG RED RETROSPOT,22,05-09-2023 09:47,1.65,12490,France
552325,22379,RECYCLING BAG RETROSPOT ,22,05-09-2023 09:47,2.1,12490,France
552325,22386,JUMBO BAG PINK POLKADOT,22,05-09-2023 09:47,2.08,12490,France
552325,20712,JUMBO BAG WOODLAND ANIMALS,22,05-09-2023 09:47,2.08,12490,France
552325,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,05-09-2023 09:47,2.55,12490,France
552325,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,05-09-2023 09:47,3.25,12490,France
552325,22302,COFFEE MUG PEARS  DESIGN,6,05-09-2023 09:47,2.55,12490,France
552325,22303,COFFEE MUG APPLES DESIGN,12,05-09-2023 09:47,2.55,12490,France
552325,23204,CHARLOTTE BAG APPLES DESIGN,20,05-09-2023 09:47,0.85,12490,France
552325,POST,POSTAGE,2,05-09-2023 09:47,18,12490,France
552329,22431,WATERING CAN BLUE ELEPHANT,6,05-09-2023 22:06,1.95,13492,Switzerland
552329,22433,WATERING CAN GREEN DINOSAUR,6,05-09-2023 22:06,1.95,13492,Switzerland
552329,22432,WATERING CAN PINK BUNNY,6,05-09-2023 22:06,1.95,13492,Switzerland
552329,23284,DOORMAT KEEP CALM AND COME IN,22,05-09-2023 22:06,6.75,13492,Switzerland
552329,48185,DOORMAT FAIRY CAKE,4,05-09-2023 22:06,7.95,13492,Switzerland
552329,48187,DOORMAT NEW ENGLAND,4,05-09-2023 22:06,7.95,13492,Switzerland
552329,48194,DOORMAT HEARTS,2,05-09-2023 22:06,7.95,13492,Switzerland
552329,23209,LUNCH BAG DOILEY PATTERN ,22,05-09-2023 22:06,1.65,13492,Switzerland
552329,23207,LUNCH BAG ALPHABET DESIGN,22,05-09-2023 22:06,1.65,13492,Switzerland
552329,23208,LUNCH BAG VINTAGE LEAF DESIGN,22,05-09-2023 22:06,1.65,13492,Switzerland
552329,23206,LUNCH BAG APPLE DESIGN,22,05-09-2023 22:06,1.65,13492,Switzerland
552329,20725,LUNCH BAG RED RETROSPOT,22,05-09-2023 22:06,1.65,13492,Switzerland
552329,22384,LUNCH BAG PINK POLKADOT,22,05-09-2023 22:06,1.65,13492,Switzerland
552329,20726,LUNCH BAG WOODLAND,22,05-09-2023 22:06,1.65,13492,Switzerland
552329,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,05-09-2023 22:06,2.95,13492,Switzerland
552337,22723,WRAP CIRCUS PARADE,25,05-09-2023 23:34,0.42,12621,Germany
552337,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,05-09-2023 23:34,2.95,12621,Germany
552337,22729,ALARM CLOCK BAKELIKE ORANGE,12,05-09-2023 23:34,3.75,12621,Germany
552337,22727,ALARM CLOCK BAKELIKE RED ,8,05-09-2023 23:34,3.75,12621,Germany
552337,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,05-09-2023 23:34,3.75,12621,Germany
552337,22730,ALARM CLOCK BAKELIKE IVORY,4,05-09-2023 23:34,3.75,12621,Germany
552337,21937,STRAWBERRY   PICNIC BAG,22,05-09-2023 23:34,2.95,12621,Germany
552337,22418,22 COLOUR SPACEBOY PEN,24,05-09-2023 23:34,0.85,12621,Germany
552337,23206,LUNCH BAG APPLE DESIGN,22,05-09-2023 23:34,1.65,12621,Germany
552337,23207,LUNCH BAG ALPHABET DESIGN,22,05-09-2023 23:34,1.65,12621,Germany
552337,23204,CHARLOTTE BAG APPLES DESIGN,22,05-09-2023 23:34,0.85,12621,Germany
552337,23205,CHARLOTTE BAG VINTAGE ALPHABET ,22,05-09-2023 23:34,0.85,12621,Germany
552337,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,05-09-2023 23:34,1.65,12621,Germany
552337,20749,ASSORTED COLOUR MINI CASES,4,05-09-2023 23:34,7.95,12621,Germany
552337,22251,RIBBONS PURSE ,6,05-09-2023 23:34,2.1,12621,Germany
552337,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,05-09-2023 23:34,2.55,12621,Germany
552337,21718,RED METAL BEACH SPADE ,12,05-09-2023 23:34,1.25,12621,Germany
552337,21703,BAG 125g SWIRLY MARBLES,12,05-09-2023 23:34,0.42,12621,Germany
552337,21705,BAG 500g SWIRLY MARBLES,12,05-09-2023 23:34,1.65,12621,Germany
552337,21915,RED  HARMONICA IN BOX ,12,05-09-2023 23:34,1.25,12621,Germany
552337,21914,BLUE HARMONICA IN BOX ,12,05-09-2023 23:34,1.25,12621,Germany
552337,22549,PICTURE DOMINOES,12,05-09-2023 23:34,1.45,12621,Germany
552337,22077,6 RIBBONS RUSTIC CHARM,12,05-09-2023 23:34,1.65,12621,Germany
552337,22316,OWL DOORSTOP,3,05-09-2023 23:34,4.95,12621,Germany
552337,22972,CHILDREN'S SPACEBOY MUG,12,05-09-2023 23:34,1.65,12621,Germany
552337,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,05-09-2023 23:34,2.95,12621,Germany
552337,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,05-09-2023 23:34,2.95,12621,Germany
552337,22629,SPACEBOY LUNCH BOX ,24,05-09-2023 23:34,1.95,12621,Germany
552337,22716,CARD CIRCUS PARADE,12,05-09-2023 23:34,0.42,12621,Germany
552337,22037,ROBOT BIRTHDAY CARD,12,05-09-2023 23:34,0.42,12621,Germany
552337,22029,SPACEBOY BIRTHDAY CARD,12,05-09-2023 23:34,0.42,12621,Germany
552337,23232,WRAP VINTAGE PETALS  DESIGN,25,05-09-2023 23:34,0.42,12621,Germany
552337,POST,POSTAGE,3,05-09-2023 23:34,18,12621,Germany
552449,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,05-09-2023 13:49,1.25,12355,Bahrain
552449,23076,ICE CREAM SUNDAE LIP GLOSS,96,05-09-2023 13:49,1.25,12355,Bahrain
552449,23077,DOUGHNUT LIP GLOSS ,60,05-09-2023 13:49,1.25,12355,Bahrain
552449,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,05-09-2023 13:49,9.95,12355,Bahrain
552449,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,05-09-2023 13:49,4.95,12355,Bahrain
552449,22423,REGENCY CAKESTAND 3 TIER,2,05-09-2023 13:49,12.75,12355,Bahrain
552449,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,05-09-2023 13:49,1.65,12355,Bahrain
552449,22699,ROSES REGENCY TEACUP AND SAUCER ,6,05-09-2023 13:49,2.95,12355,Bahrain
552449,22697,GREEN REGENCY TEACUP AND SAUCER,6,05-09-2023 13:49,2.95,12355,Bahrain
552449,22698,PINK REGENCY TEACUP AND SAUCER,6,05-09-2023 13:49,2.95,12355,Bahrain
552449,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,6,05-09-2023 13:49,4.25,12355,Bahrain
552449,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6,05-09-2023 13:49,4.25,12355,Bahrain
552449,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,05-09-2023 13:49,4.25,12355,Bahrain
552464,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,96,05-09-2023 15:12,0.42,12726,France
552464,22286,SET/6 RED SPOTTY PAPER CUPS,12,05-09-2023 15:12,0.65,12726,France
552464,22294,SET/6 RED SPOTTY PAPER PLATES,12,05-09-2023 15:12,0.85,12726,France
552464,21829,DINOSAUR KEYRINGS ASSORTED,72,05-09-2023 15:12,0.21,12726,France
552464,22435,SET OF 9 HEART SHAPED BALLOONS,24,05-09-2023 15:12,1.25,12726,France
552464,22620,4 TRADITIONAL SPINNING TOPS,24,05-09-2023 15:12,1.45,12726,France
552464,22541,MINI JIGSAW LEAP FROG,48,05-09-2023 15:12,0.42,12726,France
552464,22322,SET/22 PINK POLKADOT PARTY CANDLES,24,05-09-2023 15:12,1.25,12726,France
552464,22437,SET OF 9 BLACK SKULL BALLOONS,20,05-09-2023 15:12,0.85,12726,France
552464,POST,POSTAGE,1,05-09-2023 15:12,18,12726,France
552539,21704,BAG 250g SWIRLY MARBLES,12,05-22-2023  22:17:00,0.85,,EIRE
552539,21889,WOODEN BOX OF DOMINOES,12,05-22-2023  22:17:00,1.25,,EIRE
552539,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,05-22-2023  22:17:00,1.45,,EIRE
552539,22149,FELTCRAFT 6 FLOWER FRIENDS,6,05-22-2023  22:17:00,2.1,,EIRE
552539,22507,MEMO BOARD RETROSPOT  DESIGN,4,05-22-2023  22:17:00,4.95,,EIRE
552539,22280,SET/20 RED RETROSPOT PAPER NAPKINS ,12,05-22-2023  22:17:00,0.85,,EIRE
552539,22294,SET/6 RED SPOTTY PAPER PLATES,12,05-22-2023  22:17:00,0.85,,EIRE
552539,22286,SET/6 RED SPOTTY PAPER CUPS,12,05-22-2023  22:17:00,0.65,,EIRE
552539,22090,PAPER BUNTING RETROSPOT,6,05-22-2023  22:17:00,2.95,,EIRE
552539,22961,JAM MAKING SET PRINTED,12,05-22-2023  22:17:00,1.45,,EIRE
552539,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,05-22-2023  22:17:00,3.95,,EIRE
552539,22423,REGENCY CAKESTAND 3 TIER,4,05-22-2023  22:17:00,12.75,,EIRE
552539,21658,GLASS  BEURRE DISH,4,05-22-2023  22:17:00,3.95,,EIRE
552539,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,05-22-2023  22:17:00,0.55,,EIRE
552539,21471,STRAWBERRY RAFFIA FOOD COVER,6,05-22-2023  22:17:00,3.75,,EIRE
552539,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,05-22-2023  22:17:00,2.95,,EIRE
552539,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,05-22-2023  22:17:00,2.95,,EIRE
552539,22508,DOORSTOP RETROSPOT HEART,4,05-22-2023  22:17:00,3.75,,EIRE
552539,22728,ALARM CLOCK BAKELIKE PINK,4,05-22-2023  22:17:00,3.75,,EIRE
552539,22375,GIN + TONIC DIET METAL SIGN,12,05-22-2023  22:17:00,2.55,,EIRE
552539,84978,HANGING HEART JAR T-LIGHT HOLDER,36,05-22-2023  22:17:00,1.06,,EIRE
552539,22427,ENAMEL FLOWER JUG CREAM,3,05-22-2023  22:17:00,5.95,,EIRE
552539,22424,ENAMEL BREAD BIN CREAM,2,05-22-2023  22:17:00,12.75,,EIRE
552539,22849,BREAD BIN DINER STYLE MINT,4,05-22-2023  22:17:00,14.95,,EIRE
552539,84836,ZINC METAL HEART DECORATION,12,05-22-2023  22:17:00,1.25,,EIRE
552539,22796,PHOTO FRAME 3 CLASSIC HANGING,2,05-22-2023  22:17:00,9.95,,EIRE
552540,23136,IVORY WIRE SWEETHEART LETTER TRAY,4,05-22-2023  22:18:00,3.75,,EIRE
552540,23183,MOTHER'S KITCHEN SPOON REST ,8,05-22-2023  22:18:00,3.75,,EIRE
552540,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,05-22-2023  22:18:00,0.85,,EIRE
552540,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,05-22-2023  22:18:00,2.95,,EIRE
552540,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,05-22-2023  22:18:00,3.95,,EIRE
552540,21871,SAVE THE PLANET MUG,12,05-22-2023  22:18:00,1.25,,EIRE
552540,22699,ROSES REGENCY TEACUP AND SAUCER ,6,05-22-2023  22:18:00,2.95,,EIRE
552540,22381,PLEASE ONE PERSON METAL SIGN,12,05-22-2023  22:18:00,2.1,,EIRE
552540,84378,SET OF 3 HEART COOKIE CUTTERS,12,05-22-2023  22:18:00,1.25,,EIRE
552540,23179,CLOCK MAGNET MUM'S KITCHEN,6,05-22-2023  22:18:00,2.89,,EIRE
552541,22982,PANTRY PASTRY BRUSH,12,05-22-2023  22:19:00,1.25,,EIRE
552541,22847,BREAD BIN DINER STYLE IVORY,4,05-22-2023  22:19:00,14.95,,EIRE
552543,21212,PACK OF 72 RETROSPOT CAKE CASES,48,05-22-2023  22:22:00,0.55,12399,Belgium
552543,21213,PACK OF 72 SKULL CAKE CASES,48,05-22-2023  22:22:00,0.55,12399,Belgium
552543,22417,PACK OF 60 SPACEBOY CAKE CASES,48,05-22-2023  22:22:00,0.55,12399,Belgium
552543,22951,60 CAKE CASES DOLLY GIRL DESIGN,48,05-22-2023  22:22:00,0.55,12399,Belgium
552543,21975,PACK OF 60 DINOSAUR CAKE CASES,48,05-22-2023  22:22:00,0.55,12399,Belgium
552543,21976,PACK OF 60 MUSHROOM CAKE CASES,48,05-22-2023  22:22:00,0.55,12399,Belgium
552543,84991,60 TEATIME FAIRY CAKE CASES,48,05-22-2023  22:22:00,0.55,12399,Belgium
552543,20726,LUNCH BAG WOODLAND,22,05-22-2023  22:22:00,1.65,12399,Belgium
552543,22662,LUNCH BAG DOLLY GIRL DESIGN,22,05-22-2023  22:22:00,1.65,12399,Belgium
552543,20727,LUNCH BAG  BLACK SKULL.,22,05-22-2023  22:22:00,1.65,12399,Belgium
552543,21915,RED  HARMONICA IN BOX ,12,05-22-2023  22:22:00,1.25,12399,Belgium
552543,21914,BLUE HARMONICA IN BOX ,12,05-22-2023  22:22:00,1.25,12399,Belgium
552543,22382,LUNCH BAG SPACEBOY DESIGN ,22,05-22-2023  22:22:00,1.65,12399,Belgium
552543,22434,BALLOON PUMP WITH 22 BALLOONS,16,05-22-2023  22:22:00,1.95,12399,Belgium
552543,20725,LUNCH BAG RED RETROSPOT,22,05-22-2023  22:22:00,1.65,12399,Belgium
552543,21936,RED RETROSPOT PICNIC BAG,5,05-22-2023  22:22:00,2.95,12399,Belgium
552543,23209,LUNCH BAG DOILEY PATTERN ,22,05-22-2023  22:22:00,1.65,12399,Belgium
552543,23203,JUMBO BAG DOILEY PATTERNS,22,05-22-2023  22:22:00,2.08,12399,Belgium
552543,23298,SPOTTY BUNTING,9,05-22-2023  22:22:00,4.95,12399,Belgium
552543,22620,4 TRADITIONAL SPINNING TOPS,12,05-22-2023  22:22:00,1.45,12399,Belgium
552543,22440,BALLOON WATER BOMB PACK OF 35,20,05-22-2023  22:22:00,0.42,12399,Belgium
552543,POST,POSTAGE,2,05-22-2023  22:22:00,15,12399,Belgium
552631,20974,12 PENCILS SMALL TUBE SKULL,24,05-22-2023  12:55:00,0.65,12684,France
552631,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,05-22-2023  12:55:00,0.65,12684,France
552631,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,05-22-2023  12:55:00,0.85,12684,France
552631,22534,MAGIC DRAWING SLATE SPACEBOY ,24,05-22-2023  12:55:00,0.42,12684,France
552631,22540,MINI JIGSAW CIRCUS PARADE ,24,05-22-2023  12:55:00,0.42,12684,France
552631,22491,PACK OF 12 COLOURED PENCILS,12,05-22-2023  12:55:00,0.85,12684,France
552631,22489,PACK OF 12 TRADITIONAL CRAYONS,24,05-22-2023  12:55:00,0.42,12684,France
552631,22493,PAINT YOUR OWN CANVAS SET,12,05-22-2023  12:55:00,1.65,12684,France
552631,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,05-22-2023  12:55:00,0.42,12684,France
552631,21917,SET 12 KIDS  WHITE CHALK STICKS,24,05-22-2023  12:55:00,0.42,12684,France
552631,22992,REVOLVER WOODEN RULER ,12,05-22-2023  12:55:00,1.95,12684,France
552631,22492,MINI PAINT SET VINTAGE ,36,05-22-2023  12:55:00,0.65,12684,France
552631,22560,TRADITIONAL MODELLING CLAY,24,05-22-2023  12:55:00,1.25,12684,France
552631,22620,4 TRADITIONAL SPINNING TOPS,12,05-22-2023  12:55:00,1.45,12684,France
552631,21915,RED  HARMONICA IN BOX ,12,05-22-2023  12:55:00,1.25,12684,France
552631,21558,SKULL LUNCH BOX WITH CUTLERY ,6,05-22-2023  12:55:00,2.55,12684,France
552631,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,05-22-2023  12:55:00,2.55,12684,France
552631,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,05-22-2023  12:55:00,1.65,12684,France
552631,22556,PLASTERS IN TIN CIRCUS PARADE ,12,05-22-2023  12:55:00,1.65,12684,France
552631,22418,22 COLOUR SPACEBOY PEN,24,05-22-2023  12:55:00,0.85,12684,France
552631,23256,CHILDRENS CUTLERY SPACEBOY ,4,05-22-2023  12:55:00,4.15,12684,France
552631,22629,SPACEBOY LUNCH BOX ,12,05-22-2023  12:55:00,1.95,12684,France
552631,22728,ALARM CLOCK BAKELIKE PINK,4,05-22-2023  12:55:00,3.75,12684,France
552631,21678,PAISLEY PATTERN  STICKERS,12,05-22-2023  12:55:00,0.85,12684,France
552631,21675,BUTTERFLIES STICKERS,12,05-22-2023  12:55:00,0.85,12684,France
552631,21883,STARS GIFT TAPE ,12,05-22-2023  12:55:00,0.65,12684,France
552631,22273,FELTCRAFT DOLL MOLLY,6,05-22-2023  12:55:00,2.95,12684,France
552631,22261,PARTY INVITES FOOTBALL,24,05-22-2023  12:55:00,0.85,12684,France
552631,22258,PARTY INVITES WOODLAND,12,05-22-2023  12:55:00,0.85,12684,France
552631,POST,POSTAGE,2,05-22-2023  12:55:00,18,12684,France
552649,20719,WOODLAND CHARLOTTE BAG,30,05-22-2023  13:44:00,0.85,12592,Germany
552649,20723,STRAWBERRY CHARLOTTE BAG,30,05-22-2023  13:44:00,0.85,12592,Germany
552649,20724,RED RETROSPOT CHARLOTTE BAG,20,05-22-2023  13:44:00,0.85,12592,Germany
552649,20726,LUNCH BAG WOODLAND,20,05-22-2023  13:44:00,1.65,12592,Germany
552649,22382,LUNCH BAG SPACEBOY DESIGN ,20,05-22-2023  13:44:00,1.65,12592,Germany
552649,22629,SPACEBOY LUNCH BOX ,12,05-22-2023  13:44:00,1.95,12592,Germany
552649,22631,CIRCUS PARADE LUNCH BOX ,12,05-22-2023  13:44:00,1.95,12592,Germany
552649,23206,LUNCH BAG APPLE DESIGN,20,05-22-2023  13:44:00,1.65,12592,Germany
552649,POST,POSTAGE,1,05-22-2023  13:44:00,18,12592,Germany
552656,23057,BEADED CHANDELIER T-LIGHT HOLDER,12,05-22-2023  14:46:00,4.95,12712,Germany
552656,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,6,05-22-2023  14:46:00,6.25,12712,Germany
552656,15056BL,EDWARDIAN PARASOL BLACK,9,05-22-2023  14:46:00,5.95,12712,Germany
552656,15056N,EDWARDIAN PARASOL NATURAL,9,05-22-2023  14:46:00,5.95,12712,Germany
552656,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,6,05-22-2023  14:46:00,8.5,12712,Germany
552656,82482,WOODEN PICTURE FRAME WHITE FINISH,18,05-22-2023  14:46:00,2.55,12712,Germany
552656,22788,BROCANTE COAT RACK,6,05-22-2023  14:46:00,9.95,12712,Germany
552656,16016,LARGE CHINESE STYLE SCISSOR,20,05-22-2023  14:46:00,0.85,12712,Germany
552656,16014,SMALL CHINESE STYLE SCISSOR,20,05-22-2023  14:46:00,0.42,12712,Germany
552656,22427,ENAMEL FLOWER JUG CREAM,3,05-22-2023  14:46:00,5.95,12712,Germany
552656,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,05-22-2023  14:46:00,1.25,12712,Germany
552656,22550,HOLIDAY FUN LUDO,4,05-22-2023  14:46:00,3.75,12712,Germany
552656,22619,SET OF 6 SOLDIER SKITTLES,8,05-22-2023  14:46:00,3.75,12712,Germany
552656,84949,SILVER HANGING T-LIGHT HOLDER,6,05-22-2023  14:46:00,1.65,12712,Germany
552656,23055,IVORY CHANDELIER T-LIGHT HOLDER,6,05-22-2023  14:46:00,6.25,12712,Germany
552656,POST,POSTAGE,3,05-22-2023  14:46:00,18,12712,Germany
552695,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,24,05-22-2023  15:31:00,1.25,16320,Unspecified
552695,23078,ICE CREAM PEN LIP GLOSS ,24,05-22-2023  15:31:00,1.25,16320,Unspecified
552695,22619,SET OF 6 SOLDIER SKITTLES,4,05-22-2023  15:31:00,3.75,16320,Unspecified
552695,21888,BINGO SET,8,05-22-2023  15:31:00,3.75,16320,Unspecified
552695,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,05-22-2023  15:31:00,3.25,16320,Unspecified
552695,22620,4 TRADITIONAL SPINNING TOPS,12,05-22-2023  15:31:00,1.45,16320,Unspecified
552695,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,05-22-2023  15:31:00,1.45,16320,Unspecified
552695,21705,BAG 500g SWIRLY MARBLES,12,05-22-2023  15:31:00,1.65,16320,Unspecified
552695,21704,BAG 250g SWIRLY MARBLES,12,05-22-2023  15:31:00,0.85,16320,Unspecified
552695,21703,BAG 125g SWIRLY MARBLES,12,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,22621,TRADITIONAL KNITTING NANCY,12,05-22-2023  15:31:00,1.65,16320,Unspecified
552695,22150,3 STRIPEY MICE FELTCRAFT,6,05-22-2023  15:31:00,1.95,16320,Unspecified
552695,23127,FELTCRAFT GIRL NICOLE KIT,4,05-22-2023  15:31:00,4.95,16320,Unspecified
552695,23126,FELTCRAFT GIRL AMELIE KIT,4,05-22-2023  15:31:00,4.95,16320,Unspecified
552695,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,05-22-2023  15:31:00,1.25,16320,Unspecified
552695,22149,FELTCRAFT 6 FLOWER FRIENDS,12,05-22-2023  15:31:00,2.1,16320,Unspecified
552695,22752,SET 7 BABUSHKA NESTING BOXES,4,05-22-2023  15:31:00,8.5,16320,Unspecified
552695,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,05-22-2023  15:31:00,1.25,16320,Unspecified
552695,22754,SMALL RED BABUSHKA NOTEBOOK ,12,05-22-2023  15:31:00,0.85,16320,Unspecified
552695,22584,PACK OF 6 PANNETONE GIFT BOXES,12,05-22-2023  15:31:00,2.55,16320,Unspecified
552695,22585,PACK OF 6 BIRDY GIFT TAGS,12,05-22-2023  15:31:00,1.25,16320,Unspecified
552695,22815,CARD PSYCHEDELIC APPLES,12,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,16161U,WRAP SUKI AND FRIENDS,25,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,22707,WRAP MONSTER FUN ,25,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,22723,WRAP CIRCUS PARADE,25,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,22985,WRAP BILLBOARD FONTS DESIGN,25,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,22048,BIRTHDAY BANQUET GIFT WRAP,25,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,22986,GINGHAM ROSE WRAP,25,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,23233,WRAP POPPIES  DESIGN,25,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,23232,WRAP VINTAGE PETALS  DESIGN,25,05-22-2023  15:31:00,0.42,16320,Unspecified
552695,22653,BUTTON BOX ,22,05-22-2023  15:31:00,1.95,16320,Unspecified
552695,22652,TRAVEL SEWING KIT,22,05-22-2023  15:31:00,1.65,16320,Unspecified
552695,22960,JAM MAKING SET WITH JARS,12,05-22-2023  15:31:00,3.75,16320,Unspecified
552695,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,05-22-2023  15:31:00,3.25,16320,Unspecified
552695,22993,SET OF 4 PANTRY JELLY MOULDS,12,05-22-2023  15:31:00,1.25,16320,Unspecified
552695,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,05-22-2023  15:31:00,0.85,16320,Unspecified
552695,23159,SET OF 5 PANCAKE DAY MAGNETS,12,05-22-2023  15:31:00,2.08,16320,Unspecified
552695,21908,CHOCOLATE THIS WAY METAL SIGN,12,05-22-2023  15:31:00,2.1,16320,Unspecified
552695,82582,AREA PATROLLED METAL SIGN,12,05-22-2023  15:31:00,2.1,16320,Unspecified
552695,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,05-22-2023  15:31:00,2.95,16320,Unspecified
552695,21907,I'M ON HOLIDAY METAL SIGN,12,05-22-2023  15:31:00,2.1,16320,Unspecified
552695,71459,HANGING JAM JAR T-LIGHT HOLDER,24,05-22-2023  15:31:00,0.85,16320,Unspecified
552695,22485,SET OF 2 WOODEN MARKET CRATES,2,05-22-2023  15:31:00,12.75,16320,Unspecified
552695,82482,WOODEN PICTURE FRAME WHITE FINISH,6,05-22-2023  15:31:00,2.55,16320,Unspecified
